District,Taluk,Area,DemandProducts,Cost_of_Living,Population,Avg_Income,Competition_Index,Footfall_Potential,AvgRent2BHK,MetroAccess,CrimeReportedCitywide,CrimeDetectedCitywide,AgeGroup
Bangalore Urban,RR Nagar / Yeshwanthpur,Muthyala Nagar Layout 5,"Grocery, Pharmacy, Restaurants",112193,90316,63330,1,4231,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Yeshwanthpur Industrial Suburb Main Road 5,"Industrial Supplies, Hardware, Machinery",56187,497063,16171,8,7289,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,HMT Layout Extension 6,"Grocery, Pharmacy, Cafe",27239,48380,69743,3,4635,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Muneshwara Nagar Stage 6,"Grocery, Restaurants, Pharmacy",34489,130198,26918,5,2876,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Sondekoppa Road (fringe) Phase 6,"Warehousing, Transport, Hardware",78017,284500,56903,1,9411,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Malleshwaram (West) Block 6,"Cafe, Clothing Store, Books",81877,90326,54110,5,7797,28000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Subramanya Nagar Cross 6,"Grocery, Pharmacy, Cafe",63125,374591,65601,6,8486,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Mahalakshmi Layout (West) Market 6,"Cafe, Supermarket, Pharmacy",69922,134994,26929,8,762,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Nandini Layout (West) Industrial Area 6,"Grocery, Electronics, Restaurant",114074,240971,17539,3,8771,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Srirampura Layout 6,"Clothing Store, Grocery, Pharmacy",52049,302193,51727,3,8144,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Goraguntepalya Main Road 6,"Automotive, Hardware, Industrial",57131,488933,60951,9,4318,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Peenya 2nd Stage (adjacent) Extension 7,"Industrial Supplies, Machinery, Hardware",62944,387505,37669,4,9715,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Soap Factory Stage 7,"Retail, Grocery, Pharmacy",93963,298226,20432,4,5160,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,YPR Railway Colony Phase 7,"Grocery, Pharmacy, Cafe",44285,282805,35644,7,5974,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,MES Road Block 7,"Automotive, Hardware, Grocery",57626,188484,33745,2,5681,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Hesaraghatta Cross (fringe) Cross 7,"Agriculture, Nurseries, Grocery",62808,285064,70316,8,2114,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Rajajinagar (West) Market 7,"Electronics, Supermarket, Pharmacy",108464,265378,77545,6,3889,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Yeshwanthpur Industrial Area 7,"Wholesale Market, Electronics, Clothing",73871,473531,43228,3,9203,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Mathikere (West) Layout 7,"Cafe, Bookstore, Fitness",39198,361705,79642,9,7248,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Gokula Main Road 7,"Cafe, Grocery, Pharmacy",39758,291090,67822,5,7866,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Muthyala Nagar Extension 8,"Grocery, Pharmacy, Restaurants",35254,245314,49521,8,2464,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Yeshwanthpur Industrial Suburb Stage 8,"Industrial Supplies, Hardware, Machinery",64238,458716,72252,7,3729,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,HMT Layout Phase 8,"Grocery, Pharmacy, Cafe",21252,255612,46703,8,6019,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Muneshwara Nagar Block 8,"Grocery, Restaurants, Pharmacy",59764,298453,41928,7,5775,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Sondekoppa Road (fringe) Cross 8,"Warehousing, Transport, Hardware",97709,75230,33322,3,8972,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Malleshwaram (West) Market 8,"Cafe, Clothing Store, Books",57441,393966,72714,2,6738,28000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Subramanya Nagar Industrial Area 8,"Grocery, Pharmacy, Cafe",112234,443243,37360,7,4751,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Mahalakshmi Layout (West) Layout 8,"Cafe, Supermarket, Pharmacy",73682,485757,77292,3,709,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Nandini Layout (West) Main Road 8,"Grocery, Electronics, Restaurant",79494,394484,44055,3,8040,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Srirampura Extension 9,"Clothing Store, Grocery, Pharmacy",101317,79321,57891,2,3966,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Goraguntepalya Stage 9,"Automotive, Hardware, Industrial",85215,152028,31376,4,471,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Peenya 2nd Stage (adjacent) Phase 9,"Industrial Supplies, Machinery, Hardware",98587,251447,21588,8,7098,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Soap Factory Block 9,"Retail, Grocery, Pharmacy",26949,356275,40000,1,715,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,YPR Railway Colony Cross 9,"Grocery, Pharmacy, Cafe",75393,461124,21304,1,7011,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,MES Road Market 9,"Automotive, Hardware, Grocery",93553,491555,22345,5,6110,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Hesaraghatta Cross (fringe) Industrial Area 9,"Agriculture, Nurseries, Grocery",26941,308107,44300,5,2353,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Rajajinagar (West) Layout 9,"Electronics, Supermarket, Pharmacy",45934,121757,39259,1,5042,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Yeshwanthpur Main Road 9,"Wholesale Market, Electronics, Clothing",43386,452659,40470,6,964,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Mathikere (West) Extension 10,"Cafe, Bookstore, Fitness",81886,381403,38017,1,1368,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Gokula Stage 10,"Cafe, Grocery, Pharmacy",95745,321207,30352,5,7554,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Muthyala Nagar Phase 10,"Grocery, Pharmacy, Restaurants",103251,396369,78814,9,9076,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Yeshwanthpur Industrial Suburb Block 10,"Industrial Supplies, Hardware, Machinery",114456,398544,48365,5,4671,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,HMT Layout Cross 10,"Grocery, Pharmacy, Cafe",73413,362962,34446,6,5329,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Muneshwara Nagar Market 10,"Grocery, Restaurants, Pharmacy",76800,286847,17336,8,2337,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Sondekoppa Road (fringe) Industrial Area 10,"Warehousing, Transport, Hardware",117239,216200,77032,1,4154,,No,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Malleshwaram (West) Layout 10,"Cafe, Clothing Store, Books",62318,92099,24879,2,1035,28000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,RR Nagar / Yeshwanthpur,Subramanya Nagar Main Road 10,"Grocery, Pharmacy, Cafe",90173,439065,47316,9,6494,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Devanahalli Town,"Real Estate, Hotels, Restaurants",90390,182932,48340,3,7991,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Kempegowda International Airport Vicinity,"Hotels, Travel, Restaurants",72329,51585,22521,6,425,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chikkajala,"Real Estate, Hotels, Restaurants",63088,435231,21171,5,9826,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Betta Halasuru,"Agriculture, Nurseries, Grocery",59811,490755,38481,2,7874,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Avathi,"Agriculture, Warehousing, Grocery",75479,63585,33474,7,3961,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Anneshwara,"Agriculture, Nurseries, Grocery",105392,309102,61760,4,2085,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Begur (Devanahalli),"Grocery, Pharmacy, Restaurants",107369,308161,70718,1,5032,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Kundana,"Agriculture, Grocery, Pharmacy",39963,489923,59629,4,4703,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Yelahanka Airfield Fringe,"Hotels, Travel, Restaurants",75123,406821,60232,6,2878,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bodanahosahalli,"Agriculture, Grocery, Pharmacy",112705,458566,36008,7,9562,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Singahalli,"Agriculture, Grocery, Nurseries",93477,425417,16633,7,8932,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Vishwanathapura,"Real Estate, Grocery, Restaurants",34388,311570,77405,7,7854,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Sathanur,"Agriculture, Grocery, Pharmacy",25569,299922,65669,3,4178,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Nagenahalli,"Agriculture, Grocery, Pharmacy",89836,196313,27485,6,1467,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Aradeshanahalli,"Real Estate, Grocery, Restaurants",56586,62229,58617,8,4142,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bettakote,"Agriculture, Grocery, Pharmacy",32015,106652,18648,4,2675,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Yeliyur,"Agriculture, Grocery, Nurseries",65002,410411,62945,8,6854,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chennahalli,"Agriculture, Grocery, Pharmacy",26254,269474,28140,2,1681,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chikkasanne,"Agriculture, Grocery, Pharmacy",37144,199436,75932,9,2086,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bychapura,"Agriculture, Grocery, Nurseries",44214,408647,32921,9,2340,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Devanahalli Town Extension 1,"Real Estate, Hotels, Restaurants",100719,280116,29357,8,4066,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Kempegowda International Airport Vicinity Stage 1,"Hotels, Travel, Restaurants",91774,367022,79623,1,7704,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chikkajala Phase 1,"Real Estate, Hotels, Restaurants",26090,339200,61136,2,8420,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Betta Halasuru Block 1,"Agriculture, Nurseries, Grocery",31637,440706,18137,6,6068,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Avathi Cross 1,"Agriculture, Warehousing, Grocery",42415,39975,71137,5,9143,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Anneshwara Market 1,"Agriculture, Nurseries, Grocery",44071,177795,15097,9,7593,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Begur (Devanahalli) Industrial Area 1,"Grocery, Pharmacy, Restaurants",78243,436495,26407,5,4203,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Kundana Layout 1,"Agriculture, Grocery, Pharmacy",61240,229373,45575,2,2176,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Yelahanka Airfield Fringe Main Road 1,"Hotels, Travel, Restaurants",103807,424777,27722,4,5331,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bodanahosahalli Extension 2,"Agriculture, Grocery, Pharmacy",53434,217133,27924,9,3094,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Singahalli Stage 2,"Agriculture, Grocery, Nurseries",89724,370541,18750,1,3844,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Vishwanathapura Phase 2,"Real Estate, Grocery, Restaurants",95697,200225,42733,1,5694,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Sathanur Block 2,"Agriculture, Grocery, Pharmacy",48732,315286,77027,7,7631,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Nagenahalli Cross 2,"Agriculture, Grocery, Pharmacy",31314,309060,23535,3,7471,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Aradeshanahalli Market 2,"Real Estate, Grocery, Restaurants",43954,84324,72326,2,1744,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bettakote Industrial Area 2,"Agriculture, Grocery, Pharmacy",77108,196037,39487,9,3244,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Yeliyur Layout 2,"Agriculture, Grocery, Nurseries",107044,408076,69565,3,342,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chennahalli Main Road 2,"Agriculture, Grocery, Pharmacy",107505,155720,45651,2,4185,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chikkasanne Extension 3,"Agriculture, Grocery, Pharmacy",56668,186205,19666,8,8054,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bychapura Stage 3,"Agriculture, Grocery, Nurseries",43061,463893,63777,6,7369,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Devanahalli Town Phase 3,"Real Estate, Hotels, Restaurants",99252,116059,31994,6,7230,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Kempegowda International Airport Vicinity Block 3,"Hotels, Travel, Restaurants",59749,118317,16727,7,6928,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chikkajala Cross 3,"Real Estate, Hotels, Restaurants",36907,221207,74634,7,8462,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Betta Halasuru Market 3,"Agriculture, Nurseries, Grocery",38777,317190,49622,6,8944,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Avathi Industrial Area 3,"Agriculture, Warehousing, Grocery",113229,460280,25800,4,6431,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Anneshwara Layout 3,"Agriculture, Nurseries, Grocery",71745,121459,52823,9,3612,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Begur (Devanahalli) Main Road 3,"Grocery, Pharmacy, Restaurants",111865,257697,58039,6,1599,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Kundana Extension 4,"Agriculture, Grocery, Pharmacy",101818,220422,78878,4,2258,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Yelahanka Airfield Fringe Stage 4,"Hotels, Travel, Restaurants",43624,328037,33708,3,5262,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bodanahosahalli Phase 4,"Agriculture, Grocery, Pharmacy",43321,121520,27819,4,4139,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Singahalli Block 4,"Agriculture, Grocery, Nurseries",30488,407962,24369,3,2135,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Vishwanathapura Cross 4,"Real Estate, Grocery, Restaurants",42574,81272,78870,2,8077,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Sathanur Market 4,"Agriculture, Grocery, Pharmacy",25240,243224,24283,5,957,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Nagenahalli Industrial Area 4,"Agriculture, Grocery, Pharmacy",63221,349793,45573,2,3923,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Aradeshanahalli Layout 4,"Real Estate, Grocery, Restaurants",30478,346818,28171,6,6870,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bettakote Main Road 4,"Agriculture, Grocery, Pharmacy",75645,164832,45933,3,9341,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Yeliyur Extension 5,"Agriculture, Grocery, Nurseries",39262,172999,20774,6,398,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chennahalli Stage 5,"Agriculture, Grocery, Pharmacy",72796,368619,21519,9,7344,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chikkasanne Phase 5,"Agriculture, Grocery, Pharmacy",24432,81367,25983,1,1023,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bychapura Block 5,"Agriculture, Grocery, Nurseries",115257,249027,45932,6,4332,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Devanahalli Town Cross 5,"Real Estate, Hotels, Restaurants",84291,425804,45798,9,4406,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Kempegowda International Airport Vicinity Market 5,"Hotels, Travel, Restaurants",99104,403894,33133,4,2899,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chikkajala Industrial Area 5,"Real Estate, Hotels, Restaurants",79399,252750,75019,2,6678,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Betta Halasuru Layout 5,"Agriculture, Nurseries, Grocery",99714,255806,29939,4,4975,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Avathi Main Road 5,"Agriculture, Warehousing, Grocery",70428,400298,15781,1,5426,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Anneshwara Extension 6,"Agriculture, Nurseries, Grocery",107731,203305,64050,3,6682,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Begur (Devanahalli) Stage 6,"Grocery, Pharmacy, Restaurants",20302,64738,71700,9,1902,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Kundana Phase 6,"Agriculture, Grocery, Pharmacy",102558,53397,42624,5,2757,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Yelahanka Airfield Fringe Block 6,"Hotels, Travel, Restaurants",20055,364333,21823,6,3446,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bodanahosahalli Cross 6,"Agriculture, Grocery, Pharmacy",28717,358511,33489,3,9763,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Singahalli Market 6,"Agriculture, Grocery, Nurseries",48699,222332,68019,5,3049,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Vishwanathapura Industrial Area 6,"Real Estate, Grocery, Restaurants",93686,402729,54961,8,1041,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Sathanur Layout 6,"Agriculture, Grocery, Pharmacy",87661,358763,69128,6,2007,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Nagenahalli Main Road 6,"Agriculture, Grocery, Pharmacy",64247,131453,44118,4,4937,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Aradeshanahalli Extension 7,"Real Estate, Grocery, Restaurants",36748,39816,49881,2,8205,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bettakote Stage 7,"Agriculture, Grocery, Pharmacy",24621,455456,31280,9,1343,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Yeliyur Phase 7,"Agriculture, Grocery, Nurseries",35034,419492,37263,1,5796,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chennahalli Block 7,"Agriculture, Grocery, Pharmacy",25126,265011,28565,1,1566,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chikkasanne Cross 7,"Agriculture, Grocery, Pharmacy",25122,361674,35354,4,4057,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bychapura Market 7,"Agriculture, Grocery, Nurseries",38030,436715,57951,7,2066,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Devanahalli Town Industrial Area 7,"Real Estate, Hotels, Restaurants",102838,391000,40643,1,475,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Kempegowda International Airport Vicinity Layout 7,"Hotels, Travel, Restaurants",104717,233567,38648,9,362,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Chikkajala Main Road 7,"Real Estate, Hotels, Restaurants",75658,91635,65729,4,4462,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Betta Halasuru Extension 8,"Agriculture, Nurseries, Grocery",58638,389947,56971,3,6602,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Avathi Stage 8,"Agriculture, Warehousing, Grocery",87067,236184,33658,1,7933,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Anneshwara Phase 8,"Agriculture, Nurseries, Grocery",108869,318090,36253,4,1993,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Begur (Devanahalli) Block 8,"Grocery, Pharmacy, Restaurants",54674,337348,79166,9,8206,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Kundana Cross 8,"Agriculture, Grocery, Pharmacy",55854,202958,63563,6,1752,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Yelahanka Airfield Fringe Market 8,"Hotels, Travel, Restaurants",66271,484868,41390,6,5640,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bodanahosahalli Industrial Area 8,"Agriculture, Grocery, Pharmacy",93688,297707,38128,1,3992,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Singahalli Layout 8,"Agriculture, Grocery, Nurseries",58518,112324,66578,2,699,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Vishwanathapura Main Road 8,"Real Estate, Grocery, Restaurants",30267,243536,28489,6,4915,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Sathanur Extension 9,"Agriculture, Grocery, Pharmacy",110825,252944,53314,2,2012,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Nagenahalli Stage 9,"Agriculture, Grocery, Pharmacy",21062,291991,47658,3,9584,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Aradeshanahalli Phase 9,"Real Estate, Grocery, Restaurants",70448,46155,21852,4,8892,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Bettakote Block 9,"Agriculture, Grocery, Pharmacy",115462,361815,76746,5,8672,,No,12627,3603 (28.5%),25-44
Bangalore Rural,Devanahalli,Yeliyur Cross 9,"Agriculture, Grocery, Nurseries",26229,136891,44450,9,4313,,No,12627,3603 (28.5%),25-44
